Process with no PCG/ActUnit:
Scenario ; Region ; Process ; PrimaryCG ; Activity Unit 
NewTech_RCA1 ; NI ; C_WSR-MPS_-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_WSR-MPS_-H2R ;  ; PJ
NewTech_RCA1 ; NI ; C_WSR-MPS_-LPG ;  ; PJ
NewTech_RCA1 ; NI ; C_WSR-MPS_-PET ;  ; PJ
NewTech_RCA1 ; NI ; C_WSR-OTH_ELEC-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_WSR-RF_Refriger-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_WSR-SC_AIRHP-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_WSR-SC_GHP-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_WSR-SH_AirHP-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_WSR-SH_Boiler-BIG ;  ; PJ
NewTech_RCA1 ; NI ; C_WSR-SH_Boiler-COA ;  ; PJ
NewTech_RCA1 ; NI ; C_WSR-SH_Boiler-DSL ;  ; PJ
NewTech_RCA1 ; NI ; C_WSR-SH_Boiler-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_WSR-SH_Boiler-FOL ;  ; PJ
NewTech_RCA1 ; NI ; C_WSR-SH_Boiler-H2R ;  ; PJ
NewTech_RCA1 ; NI ; C_WSR-SH_Boiler-LPG ;  ; PJ
NewTech_RCA1 ; NI ; C_WSR-SH_Boiler-NGA ;  ; PJ
NewTech_RCA1 ; NI ; C_WSR-SH_Boiler-PLT ;  ; PJ
NewTech_RCA1 ; NI ; C_WSR-SH_Boiler-WOD ;  ; PJ
NewTech_RCA1 ; NI ; C_WSR-SH_DirectH-GEO ;  ; PJ
NewTech_RCA1 ; NI ; C_WSR-SH_GHP-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_WSR-SH_RH-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_WSR-WH_AirHP-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_WSR-WH_Boiler-BIG ;  ; PJ
NewTech_RCA1 ; NI ; C_WSR-WH_Boiler-COA ;  ; PJ
NewTech_RCA1 ; NI ; C_WSR-WH_Boiler-DSL ;  ; PJ
NewTech_RCA1 ; NI ; C_WSR-WH_Boiler-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_WSR-WH_Boiler-FOL ;  ; PJ
NewTech_RCA1 ; NI ; C_WSR-WH_Boiler-H2R ;  ; PJ
NewTech_RCA1 ; NI ; C_WSR-WH_Boiler-LPG ;  ; PJ
NewTech_RCA1 ; NI ; C_WSR-WH_Boiler-NGA ;  ; PJ
NewTech_RCA1 ; NI ; C_WSR-WH_Boiler-PLT ;  ; PJ
NewTech_RCA1 ; NI ; C_WSR-WH_Boiler-WOD ;  ; PJ
NewTech_RCA1 ; NI ; C_WSR-WH_Cylinder-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_WSR-WH_Cylinder-LPG ;  ; PJ
NewTech_RCA1 ; NI ; C_WSR-WH_Cylinder-NGA ;  ; PJ
NewTech_RCA1 ; NI ; C_WSR-WH_GHP-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_WSR-WH_INSTANT-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_WSR-WH_INSTANT-LPG ;  ; PJ
NewTech_RCA1 ; NI ; C_WSR-WH_INSTANT-NGA ;  ; PJ
NewTech_RCA1 ; NI ; C_EDU-WH_Boiler-COA ;  ; PJ
NewTech_RCA1 ; NI ; C_EDU-WH_Boiler-DSL ;  ; PJ
NewTech_RCA1 ; NI ; C_EDU-WH_Boiler-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_EDU-WH_Boiler-FOL ;  ; PJ
NewTech_RCA1 ; NI ; C_EDU-WH_Boiler-H2R ;  ; PJ
NewTech_RCA1 ; NI ; C_EDU-WH_Boiler-LPG ;  ; PJ
NewTech_RCA1 ; NI ; C_EDU-WH_Boiler-NGA ;  ; PJ
NewTech_RCA1 ; NI ; C_EDU-WH_Boiler-PLT ;  ; PJ
NewTech_RCA1 ; NI ; C_EDU-WH_Boiler-WOD ;  ; PJ
NewTech_RCA1 ; NI ; C_EDU-WH_Cylinder-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_EDU-WH_Cylinder-LPG ;  ; PJ
NewTech_RCA1 ; NI ; C_EDU-WH_Cylinder-NGA ;  ; PJ
NewTech_RCA1 ; NI ; C_EDU-WH_GHP-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_EDU-WH_Instant-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_EDU-WH_Instant-LPG ;  ; PJ
NewTech_RCA1 ; NI ; C_EDU-WH_Instant-NGA ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-LT_FLU-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-LT_INC-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-LT_LED-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-MPM_-DSL ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-MPM_-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-MPM_-H2R ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-MPM_-LPG ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-MPM_-PET ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-MPS_-DSL ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-MPS_-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-MPS_-H2R ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-MPS_-LPG ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-MPS_-PET ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-OTH_ELEC-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-PH_Boiler-BIG ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-PH_Boiler-COA ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-PH_Boiler-DSL ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-PH_Boiler-FOL ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-PH_Boiler-H2R ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-PH_Boiler-LPG ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-PH_Boiler-NGA ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-PH_Boiler-PLT ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-PH_Boiler-WOD ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-PH_RH-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-RF_Refriger-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-SC_AIRHP-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-SC_GHP-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-SH_AIRHP-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-SH_Boiler-BIG ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-SH_Boiler-COA ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-SH_Boiler-DSL ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-SH_Boiler-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-SH_Boiler-FOL ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-SH_Boiler-H2R ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-SH_Boiler-LPG ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-SH_Boiler-NGA ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-SH_Boiler-PLT ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-SH_Boiler-WOD ;  ; PJ
NewTech_RCA1 ; SI ; C_EDU-LT_FLU-ELC ;  ; PJ
NewTech_RCA1 ; SI ; C_EDU-LT_INC-ELC ;  ; PJ
NewTech_RCA1 ; SI ; C_EDU-LT_LED-ELC ;  ; PJ
NewTech_RCA1 ; SI ; C_EDU-MPM_-DSL ;  ; PJ
NewTech_RCA1 ; SI ; C_EDU-MPM_-ELC ;  ; PJ
NewTech_RCA1 ; SI ; C_EDU-MPM_-H2R ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-SH_GHP-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-SH_RH-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-WH_AIRHP-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-WH_Boiler-BIG ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-WH_Boiler-COA ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-WH_Boiler-DSL ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-WH_Boiler-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-WH_Boiler-FOL ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-WH_Boiler-H2R ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-WH_Boiler-LPG ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-WH_Boiler-NGA ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-WH_Boiler-PLT ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-WH_Boiler-WOD ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-WH_Cylinder-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-WH_Cylinder-LPG ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-WH_Cylinder-NGA ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-WH_DirectH-GEO ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-WH_GHP-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-WH_Instant-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-WH_Instant-LPG ;  ; PJ
NewTech_RCA1 ; NI ; C_HLTH-WH_Instant-NGA ;  ; PJ
NewTech_RCA1 ; NI ; C_OFFC-LT_FLU-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_OFFC-LT_INC-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_OFFC-LT_LED-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_OFFC-MPM_-DSL ;  ; PJ
NewTech_RCA1 ; SI ; C_EDU-MPM_-LPG ;  ; PJ
NewTech_RCA1 ; SI ; C_EDU-MPM_-PET ;  ; PJ
NewTech_RCA1 ; SI ; C_EDU-MPS_-DSL ;  ; PJ
NewTech_RCA1 ; SI ; C_EDU-MPS_-ELC ;  ; PJ
NewTech_RCA1 ; SI ; C_EDU-MPS_-H2R ;  ; PJ
NewTech_RCA1 ; SI ; C_EDU-MPS_-LPG ;  ; PJ
NewTech_RCA1 ; SI ; C_EDU-MPS_-PET ;  ; PJ
NewTech_RCA1 ; SI ; C_EDU-OTH_ELEC-ELC ;  ; PJ
NewTech_RCA1 ; SI ; C_EDU-RF_Refriger-ELC ;  ; PJ
NewTech_RCA1 ; SI ; C_EDU-SC_AirHP-ELC ;  ; PJ
NewTech_RCA1 ; SI ; C_EDU-SC_GHP-ELC ;  ; PJ
NewTech_RCA1 ; SI ; C_EDU-SH_AIRHP-ELC ;  ; PJ
NewTech_RCA1 ; SI ; C_EDU-SH_Boiler-BIG ;  ; PJ
NewTech_RCA1 ; SI ; C_EDU-SH_Boiler-COA ;  ; PJ
NewTech_RCA1 ; SI ; C_EDU-SH_Boiler-DSL ;  ; PJ
NewTech_RCA1 ; SI ; C_EDU-SH_Boiler-ELC ;  ; PJ
NewTech_RCA1 ; SI ; C_EDU-SH_Boiler-FOL ;  ; PJ
NewTech_RCA1 ; SI ; C_EDU-SH_Boiler-H2R ;  ; PJ
NewTech_RCA1 ; SI ; C_EDU-SH_Boiler-LPG ;  ; PJ
NewTech_RCA1 ; SI ; C_EDU-SH_Boiler-NGA ;  ; PJ
NewTech_RCA1 ; SI ; C_EDU-SH_Boiler-PLT ;  ; PJ
NewTech_RCA1 ; SI ; C_EDU-SH_Boiler-WOD ;  ; PJ
NewTech_RCA1 ; SI ; C_EDU-SH_GHP-ELC ;  ; PJ
NewTech_RCA1 ; SI ; C_EDU-SH_RH-ELC ;  ; PJ
NewTech_RCA1 ; SI ; C_EDU-WH_AIRHP-ELC ;  ; PJ
NewTech_RCA1 ; SI ; C_EDU-WH_Boiler-BIG ;  ; PJ
NewTech_RCA1 ; SI ; C_EDU-WH_Boiler-COA ;  ; PJ
NewTech_RCA1 ; SI ; C_EDU-WH_Boiler-DSL ;  ; PJ
NewTech_RCA1 ; SI ; C_EDU-WH_Boiler-ELC ;  ; PJ
NewTech_RCA1 ; SI ; C_EDU-WH_Boiler-FOL ;  ; PJ
NewTech_RCA1 ; SI ; C_EDU-WH_Boiler-H2R ;  ; PJ
NewTech_RCA1 ; SI ; C_EDU-WH_Boiler-LPG ;  ; PJ
NewTech_RCA1 ; SI ; C_EDU-WH_Boiler-NGA ;  ; PJ
NewTech_RCA1 ; SI ; C_EDU-WH_Boiler-PLT ;  ; PJ
NewTech_RCA1 ; SI ; C_EDU-WH_Boiler-WOD ;  ; PJ
NewTech_RCA1 ; SI ; C_EDU-WH_Cylinder-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_OFFC-MPM_-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_OFFC-MPM_-H2R ;  ; PJ
NewTech_RCA1 ; NI ; C_OFFC-MPM_-LPG ;  ; PJ
NewTech_RCA1 ; NI ; C_OFFC-MPM_-PET ;  ; PJ
NewTech_RCA1 ; NI ; C_OFFC-MPS_-DSL ;  ; PJ
NewTech_RCA1 ; NI ; C_OFFC-MPS_-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_OFFC-MPS_-H2R ;  ; PJ
NewTech_RCA1 ; NI ; C_OFFC-MPS_-LPG ;  ; PJ
NewTech_RCA1 ; NI ; C_OFFC-MPS_-PET ;  ; PJ
NewTech_RCA1 ; NI ; C_OFFC-OTH_EELC-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_OFFC-SC_AIRHP-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_OFFC-SC_GHP-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_OFFC-SH_AirHP-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_OFFC-SH_Boiler-BIG ;  ; PJ
NewTech_RCA1 ; NI ; C_OFFC-SH_Boiler-COA ;  ; PJ
NewTech_RCA1 ; NI ; C_OFFC-SH_Boiler-DSL ;  ; PJ
NewTech_RCA1 ; NI ; C_OFFC-SH_Boiler-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_OFFC-SH_Boiler-FOL ;  ; PJ
NewTech_RCA1 ; NI ; C_OFFC-SH_Boiler-H2R ;  ; PJ
NewTech_RCA1 ; NI ; C_OFFC-SH_Boiler-LPG ;  ; PJ
NewTech_RCA1 ; NI ; C_OFFC-SH_Boiler-NGA ;  ; PJ
NewTech_RCA1 ; NI ; C_OFFC-SH_Boiler-PLT ;  ; PJ
NewTech_RCA1 ; NI ; C_OFFC-SH_Boiler-WOD ;  ; PJ
NewTech_RCA1 ; NI ; C_OFFC-SH_GHP-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_OFFC-SH_RH-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_OFFC-WH_AirHP-ELC ;  ; PJ
NewTech_RCA1 ; NI ; C_OFFC-WH_Boiler-BIG ;  ; PJ
NewTech_RCA1 ; NI ; C_OFFC-WH_Boiler-COA ;  ; PJ
NewTech_RCA1 ; NI ; C_OFFC-WH_Boiler-DSL ;  ; PJ
NewTech_RCA1 ; NI ; C_OFFC-WH_Boiler-ELC ;  ; PJ

