The following processes has Re-Define across SubRES:
------------------------------------------------
Scenario-Region-Process

NewTransport-KEA ; SI ; T_P_McyICEPET
NewTech_AGR_TUI ; SI ; ADCF-LIG--ELC
NewTech_ELC_KEA ; NI ; CCS_Store1
NewTech_ELC_KEA ; NI ; CCS_Store2
NewTech_ELC_KEA ; NI ; EBAT-Li-Ion
NewTech_ELC_KEA ; NI ; EBATUTIFLOW
NewTech_ELC_KEA ; NI ; EBATUTILION
NewTech_ELC_KEA ; NI ; EBIG20
NewTech_ELC_KEA ; NI ; EBIL20
NewTech_ELC_KEA ; NI ; EGEOBIN20
NewTech_ELC_KEA ; NI ; EGEOCONSBIN20
NewTech_ELC_KEA ; NI ; EGEOCONSFLSH20
NewTech_ELC_KEA ; NI ; EGEOFLSH20
NewTech_ELC_KEA ; NI ; EHCO_CCS30
NewTech_ELC_KEA ; NI ; EHCO_SCPC20
NewTech_ELC_KEA ; NI ; EHCOL_CCS30
NewTech_ELC_KEA ; NI ; EHCOL_SCPC20
NewTech_ELC_KEA ; NI ; EHYD-DAM-New20
NewTech_ELC_KEA ; NI ; EHYDPUMPSTG_L
NewTech_ELC_KEA ; NI ; EHYDPUMPSTG_S
NewTech_ELC_KEA ; NI ; EHYD-RR-New20
NewTech_ELC_KEA ; NI ; EHYD-RR-NSmall20
NewTech_ELC_KEA ; NI ; ENGA_CCS30
NewTech_ELC_KEA ; NI ; ENGA_GTCC20
NewTech_ELC_KEA ; NI ; ENGA_GTCCF20
NewTech_ELC_KEA ; NI ; ENUC_EPR30
NewTech_ELC_KEA ; NI ; ENUC_FBR50
NewTech_ELC_KEA ; NI ; ENUC_LWR20
NewTech_ELC_KEA ; NI ; EOIL20
NewTech_ELC_KEA ; NI ; ESOLPVBCOM20
NewTech_ELC_KEA ; NI ; ESOLPVBRES20
NewTech_ELC_KEA ; NI ; ESOLPVDISTGR20
NewTech_ELC_KEA ; NI ; ESOLPVUTIFIX20
NewTech_ELC_KEA ; NI ; ESOLPVUTITRAC20
NewTech_ELC_KEA ; NI ; ETIDE20
NewTech_ELC_KEA ; NI ; EWINDCONS20
NewTech_ELC_KEA ; NI ; EWINDDIST20
NewTech_ELC_KEA ; NI ; EWINDHIGHCF20
NewTech_ELC_KEA ; NI ; EWINDLOWCF20
NewTech_ELC_KEA ; NI ; EWINDOFFSFIX20
NewTech_ELC_KEA ; NI ; EWINDOFFSFLOA20
NewTech_ELC_KEA ; NI ; EWOD20
NewTech_ELC_KEA ; NI ; EWSTINC20
NewTech_ELC_KEA ; SI ; CCS_Store1
NewTech_ELC_KEA ; SI ; CCS_Store2
NewTech_ELC_KEA ; SI ; EBAT-Li-Ion
NewTech_ELC_KEA ; SI ; EBATUTIFLOW
NewTech_ELC_KEA ; SI ; EBATUTILION
NewTech_ELC_KEA ; SI ; EBIG20
NewTech_ELC_KEA ; SI ; EBIL20
NewTech_ELC_KEA ; SI ; EGEOBIN20
NewTech_ELC_KEA ; SI ; EGEOCONSBIN20
NewTech_ELC_KEA ; SI ; EGEOCONSFLSH20
NewTech_ELC_KEA ; SI ; EGEOFLSH20
NewTech_ELC_KEA ; SI ; EHCO_CCS30
NewTech_ELC_KEA ; SI ; EHCO_SCPC20
NewTech_ELC_KEA ; SI ; EHCOL_CCS30
NewTech_ELC_KEA ; SI ; EHCOL_SCPC20
NewTech_ELC_KEA ; SI ; EHYD-DAM-New20
NewTech_ELC_KEA ; SI ; EHYDPUMPSTG_L
NewTech_ELC_KEA ; SI ; EHYDPUMPSTG_S
NewTech_ELC_KEA ; SI ; EHYD-RR-New20
NewTech_ELC_KEA ; SI ; EHYD-RR-NSmall20
NewTech_ELC_KEA ; SI ; ENGA_CCS30
NewTech_ELC_KEA ; SI ; ENGA_GTCC20
NewTech_ELC_KEA ; SI ; ENGA_GTCCF20
NewTech_ELC_KEA ; SI ; ENUC_EPR30
NewTech_ELC_KEA ; SI ; ENUC_FBR50
NewTech_ELC_KEA ; SI ; ENUC_LWR20
NewTech_ELC_KEA ; SI ; EOIL20
NewTech_ELC_KEA ; SI ; ESOLPVBCOM20
NewTech_ELC_KEA ; SI ; ESOLPVBRES20
NewTech_ELC_KEA ; SI ; ESOLPVDISTGR20
NewTech_ELC_KEA ; SI ; ESOLPVUTIFIX20
NewTech_ELC_KEA ; SI ; ESOLPVUTITRAC20
NewTech_ELC_KEA ; SI ; ETIDE20
NewTech_ELC_KEA ; SI ; EWINDCONS20
NewTech_ELC_KEA ; SI ; EWINDDIST20
NewTech_ELC_KEA ; SI ; EWINDHIGHCF20
NewTech_ELC_KEA ; SI ; EWINDLOWCF20
NewTech_ELC_KEA ; SI ; EWINDOFFSFIX20
NewTech_ELC_KEA ; SI ; EWINDOFFSFLOA20
NewTech_ELC_KEA ; SI ; EWOD20
NewTech_ELC_KEA ; SI ; EWSTINC20
NewTech_ELC_TUI ; NI ; CCS_Store1
NewTech_ELC_TUI ; NI ; CCS_Store2
NewTech_ELC_TUI ; NI ; EBAT-Li-Ion
NewTech_ELC_TUI ; NI ; EBATUTIFLOW
NewTech_ELC_TUI ; NI ; EBATUTILION
NewTech_ELC_TUI ; NI ; EBIG20
NewTech_ELC_TUI ; NI ; EBIL20
NewTech_ELC_TUI ; NI ; EGEOBIN20
NewTech_ELC_TUI ; NI ; EGEOCONSBIN20
NewTech_ELC_TUI ; NI ; EGEOCONSFLSH20
NewTech_ELC_TUI ; NI ; EGEOFLSH20
NewTech_ELC_TUI ; NI ; EHCO_CCS30
NewTech_ELC_TUI ; NI ; EHCO_SCPC20
NewTech_ELC_TUI ; NI ; EHCOL_CCS30
NewTransport-TUI ; NI ; T_F_HTrICEDSL
NewTransport-TUI ; NI ; T_F_MTrBEVELC
NewTransport-TUI ; NI ; T_F_MTrFCH2R
NewTransport-TUI ; NI ; T_F_MTrICEDSL
NewTransport-TUI ; NI ; T_F_VHTBEVELC
NewTransport-TUI ; NI ; T_F_VHTFCH2R
NewTransport-TUI ; NI ; T_F_VHTICEDSL
NewTransport-TUI ; NI ; T_P_BusBEVELC
NewTransport-TUI ; NI ; T_P_BusFCH2R
NewTransport-TUI ; NI ; T_P_BusICEDSL
NewTransport-TUI ; NI ; T_P_CBEVELC
NewTransport-TUI ; NI ; T_P_CFCH2R
NewTransport-TUI ; NI ; T_P_CHYBDSL
NewTransport-TUI ; NI ; T_P_CHYBPET
NewTransport-TUI ; NI ; T_P_CICEDSL
NewTransport-TUI ; NI ; T_P_CICEPET
NewTransport-TUI ; NI ; T_P_CPHEVDSL
NewTransport-TUI ; NI ; T_P_CPHEVPET
NewTransport-TUI ; NI ; T_P_McyBEVELC
NewTransport-TUI ; NI ; T_P_McyICEPET
NewTransport-TUI ; SI ; T_C_CBEVELC
NewTransport-TUI ; SI ; T_C_CFCH2R
NewTransport-TUI ; SI ; T_C_CHYBDSL
NewTransport-TUI ; SI ; T_C_CHYBPET
NewTransport-TUI ; SI ; T_C_CICEDSL
NewTransport-TUI ; SI ; T_C_CICEPET
NewTransport-TUI ; SI ; T_C_CPHEVDSL
NewTransport-TUI ; SI ; T_C_CPHEVPET
NewTransport-TUI ; SI ; T_F_HTrBEVELC
NewTransport-TUI ; SI ; T_F_HTrFCH2R
NewTransport-TUI ; SI ; T_F_HTrICEDSL
NewTransport-TUI ; SI ; T_F_MTrBEVELC
NewTransport-TUI ; SI ; T_F_MTrFCH2R
NewTransport-TUI ; SI ; T_F_MTrICEDSL
NewTransport-TUI ; SI ; T_F_VHTBEVELC
NewTransport-TUI ; SI ; T_F_VHTFCH2R
NewTransport-TUI ; SI ; T_F_VHTICEDSL
NewTransport-TUI ; SI ; T_P_BusBEVELC
NewTransport-TUI ; SI ; T_P_BusFCH2R
NewTransport-TUI ; SI ; T_P_BusICEDSL
NewTransport-TUI ; SI ; T_P_CBEVELC
NewTransport-TUI ; SI ; T_P_CFCH2R
NewTransport-TUI ; SI ; T_P_CHYBDSL
NewTransport-TUI ; SI ; T_P_CHYBPET
NewTransport-TUI ; SI ; T_P_CICEDSL
NewTransport-TUI ; SI ; T_P_CICEPET
NewTransport-TUI ; SI ; T_P_CPHEVDSL
NewTransport-TUI ; SI ; T_P_CPHEVPET
NewTransport-TUI ; SI ; T_P_McyBEVELC
NewTransport-TUI ; SI ; T_P_McyICEPET

